LineNo,TokenNo,CTS-URN,Sentence-URN,Sentence-Seq,Token-URN,Token-Seq,Head-Token-URN,Surface-Form,Lemma,POS1-PoS,POS2-Person,POS3-Number,POS4-Tense,POS5-Mood,POS6-Voice,POS7-Gender,POS8-Case,POS9-Degree,Head-Token-Lemma,Relation,Who-Said-It,Lsj-URN
230,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:230.5,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_5,1546,urn:cite2:fuSyntax:0011004tokens.v1:2386652_6,ἄλλον,ἄλλος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,οἶδα1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n4490
230,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:230.6,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_6,1547,urn:cite2:fuSyntax:0011004tokens.v1:2386652_1,οἶδεν,οἶδα1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:perfect,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,εἰ1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n72202
230,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:230.7,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_7,1548,urn:cite2:fuSyntax:0011004tokens.v1:2386652_5,ἐξ,ἐκ1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,ἄλλος1,AuxP,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n31575
230,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:230.8,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_8,1549,urn:cite2:fuSyntax:0011004tokens.v1:2386652_9,ἄλλης,ἄλλος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,χθών1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n4490
230,9,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:230.9,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_9,1550,urn:cite2:fuSyntax:0011004tokens.v1:2386652_7,χθονὸς,χθών1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,ἐκ1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n113963
231,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:231.1,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_10,1551,urn:cite2:fuSyntax:0011004tokens.v1:2386652_11,τὸν,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,αὐτόχειρ1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n71882
231,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:231.2,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_11,1552,urn:cite2:fuSyntax:0011004tokens.v1:2386652_6,αὐτόχειρα,αὐτόχειρ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,οἶδα1,OCOMP,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n18018
231,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:231.3,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_12,1553,urn:cite2:fuSyntax:0011004tokens.v1:2386652_1,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,εἰ1,AuxX,Οἰδίπους,null
231,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:231.4,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_13,1554,urn:cite2:fuSyntax:0011004tokens.v1:2386652_14,μὴ,μή1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,σιωπάω1,AuxZ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n67283
231,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:231.5,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_14,1555,urn:cite2:fuSyntax:0011004tokens.v1:2386652_0,σιωπάτω,σιωπάω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:imperative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n94473
231,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:231.6,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_15,1556,urn:cite2:fuSyntax:0011004tokens.v1:2386652_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους,null
231,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:231.7,urn:cite2:fuSyntax:0011004sentences.v1:2386653,108,urn:cite2:fuSyntax:0011004tokens.v1:2386653_1,1557,urn:cite2:fuSyntax:0011004tokens.v1:2386653_3,τὸ,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,κέρδος1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n71882
231,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:231.8,urn:cite2:fuSyntax:0011004sentences.v1:2386653,108,urn:cite2:fuSyntax:0011004tokens.v1:2386653_2,1558,urn:cite2:fuSyntax:0011004tokens.v1:2386653_7,γὰρ,γάρ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,ὁ1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n21618
232,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:232.1,urn:cite2:fuSyntax:0011004sentences.v1:2386653,108,urn:cite2:fuSyntax:0011004tokens.v1:2386653_3,1559,urn:cite2:fuSyntax:0011004tokens.v1:2386653_4,κέρδος,κέρδος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,τελέω1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n56840
232,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:232.2,urn:cite2:fuSyntax:0011004sentences.v1:2386653,108,urn:cite2:fuSyntax:0011004tokens.v1:2386653_4,1560,urn:cite2:fuSyntax:0011004tokens.v1:2386653_7,τελῶ,τελέω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:first_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:future,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,ὁ1,PRED_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n102995
232,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:232.3,urn:cite2:fuSyntax:0011004sentences.v1:2386653,108,urn:cite2:fuSyntax:0011004tokens.v1:2386653_5,1561,urn:cite2:fuSyntax:0011004tokens.v1:2386653_6,ʼ,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,ἐγώ,XSEG,Οἰδίπους,null
232,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:232.4,urn:cite2:fuSyntax:0011004sentences.v1:2386653,108,urn:cite2:fuSyntax:0011004tokens.v1:2386653_6,1562,urn:cite2:fuSyntax:0011004tokens.v1:2386653_4,γὼ,ἐγώ,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,τελέω1,SBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n30657
232,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:232.5,urn:cite2:fuSyntax:0011004sentences.v1:2386653,108,urn:cite2:fuSyntax:0011004tokens.v1:2386653_7,1563,urn:cite2:fuSyntax:0011004tokens.v1:2386653_0,χἠ,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:nominative,null,-,COORD,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n71882
232,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:232.6,urn:cite2:fuSyntax:0011004sentences.v1:2386653,108,urn:cite2:fuSyntax:0011004tokens.v1:2386653_8,1564,urn:cite2:fuSyntax:0011004tokens.v1:2386653_9,χάρις,χάρις1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:nominative,null,πρόσκειμαι1,SBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n113388
232,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:232.7,urn:cite2:fuSyntax:0011004sentences.v1:2386653,108,urn:cite2:fuSyntax:0011004tokens.v1:2386653_9,1565,urn:cite2:fuSyntax:0011004tokens.v1:2386653_7,προσκείσεται,πρόσκειμαι1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:future,urn:cite2:fuSyntax:mood.v1:indicative,null,null,null,null,ὁ1,PRED_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n89578
232,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:232.8,urn:cite2:fuSyntax:0011004sentences.v1:2386653,108,urn:cite2:fuSyntax:0011004tokens.v1:2386653_10,1566,urn:cite2:fuSyntax:0011004tokens.v1:2386653_0,.,period1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους,null
233,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:233.1,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_1,1567,urn:cite2:fuSyntax:0011004tokens.v1:2386654_22,εἰ,εἰ1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,χρή1,AuxC,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n30815
233,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:233.2,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_2,1568,urn:cite2:fuSyntax:0011004tokens.v1:2386654_22,δʼ,δέ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,χρή1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n23596
233,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:233.3,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_3,1569,urn:cite2:fuSyntax:0011004tokens.v1:2386654_2,αὖ,αὖ1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,δέ1,AuxZ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n17306
233,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:233.4,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_4,1570,urn:cite2:fuSyntax:0011004tokens.v1:2386654_6,σιωπήσεσθε,σιωπάω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:plural,urn:cite2:fuSyntax:tense.v1:future,urn:cite2:fuSyntax:mood.v1:indicative,null,null,null,null,καί1,ADV_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n94473
233,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:233.5,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_5,1571,urn:cite2:fuSyntax:0011004tokens.v1:2386654_1,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,εἰ1,AuxX,Οἰδίπους,null
233,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:233.6,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_6,1572,urn:cite2:fuSyntax:0011004tokens.v1:2386654_1,καί,καί1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,εἰ1,COORD,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n51951
233,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:233.7,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_7,1573,urn:cite2:fuSyntax:0011004tokens.v1:2386654_11,τις,τις1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,ἀπωθέω1,SBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n104051
233,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:233.8,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_8,1574,urn:cite2:fuSyntax:0011004tokens.v1:2386654_13,ἢ,ἤ1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,ἤ1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n46568
233,9,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:233.9,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_9,1575,urn:cite2:fuSyntax:0011004tokens.v1:2386654_13,φίλου,φίλος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ἤ1,OBJ_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n111462
234,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:234.1,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_10,1576,urn:cite2:fuSyntax:0011004tokens.v1:2386654_11,δείσας,δείδω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,ἀπωθέω1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n23646
234,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:234.2,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_11,1577,urn:cite2:fuSyntax:0011004tokens.v1:2386654_6,ἀπώσει,ἀπωθέω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:future,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,καί1,ADV_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n14604
234,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:234.3,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_12,1578,urn:cite2:fuSyntax:0011004tokens.v1:2386654_11,τοὔπος,ἔπος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,ἀπωθέω1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n41858
234,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:234.4,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_13,1579,urn:cite2:fuSyntax:0011004tokens.v1:2386654_10,ἢ,ἤ1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,δείδω1,COORD,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n46568
234,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:234.5,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_14,1580,urn:cite2:fuSyntax:0011004tokens.v1:2386654_13,χαὐτοῦ,ἑαυτοῦ1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ἤ1,OBJ_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n29881
234,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:234.6,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_15,1581,urn:cite2:fuSyntax:0011004tokens.v1:2386654_12,τόδε,ὅδε1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,ἔπος1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n72010
234,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:234.7,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_16,1582,urn:cite2:fuSyntax:0011004tokens.v1:2386654_1,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,εἰ1,AuxX,Οἰδίπους,null
235,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:235.1,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_17,1583,urn:cite2:fuSyntax:0011004tokens.v1:2386654_19,ἃκ,ἐκ1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,δράω1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n31575
235,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:235.2,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_18,1584,urn:cite2:fuSyntax:0011004tokens.v1:2386654_20,τῶνδε,ὅδε1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:genitive,null,comma1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n72010
235,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:235.3,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_19,1585,urn:cite2:fuSyntax:0011004tokens.v1:2386654_21,δράσω,δράω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:first_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:future,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,οὗτος1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n28360
235,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:235.4,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_20,1586,urn:cite2:fuSyntax:0011004tokens.v1:2386654_19,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,δράω1,AuxX,Οἰδίπους,null
235,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:235.5,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_21,1587,urn:cite2:fuSyntax:0011004tokens.v1:2386654_23,ταῦτα,οὗτος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,κλύω1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n76062
235,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:235.6,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_22,1588,urn:cite2:fuSyntax:0011004tokens.v1:2386654_0,χρὴ,χρή1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n114615
235,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:235.7,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_23,1589,urn:cite2:fuSyntax:0011004tokens.v1:2386654_22,κλύειν,κλύω1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,χρή1,SBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n58057
235,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:235.8,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_24,1590,urn:cite2:fuSyntax:0011004tokens.v1:2386654_23,ἐμοῦ,ἐγώ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,κλύω1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n30657
235,9,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:235.9,urn:cite2:fuSyntax:0011004sentences.v1:2386654,109,urn:cite2:fuSyntax:0011004tokens.v1:2386654_25,1591,urn:cite2:fuSyntax:0011004tokens.v1:2386654_0,.,period1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους,null
236,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:236.1,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_1,1592,urn:cite2:fuSyntax:0011004tokens.v1:2386655_2,τὸν,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,ἀνήρ1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n71882
236,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:236.2,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_2,1593,urn:cite2:fuSyntax:0011004tokens.v1:2386655_3,ἄνδρʼ,ἀνήρ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,ἀπαυδάω1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n8665
236,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:236.3,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_3,1594,urn:cite2:fuSyntax:0011004tokens.v1:2386655_0,ἀπαυδῶ,ἀπαυδάω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:first_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n11637
236,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:236.4,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_4,1595,urn:cite2:fuSyntax:0011004tokens.v1:2386655_2,τοῦτον,οὗτος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,ἀνήρ1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n76062
236,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:236.5,urn:cite2:fuSyntax:0011004sentences.v1:2386655,110,urn:cite2:fuSyntax:0011004tokens.v1:2386655_5,1596,urn:cite2:fuSyntax:0011004tokens.v1:2386655_7,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,εἰμί1,AuxX,Οἰδίπους,null
