LineNo,TokenNo,CTS-URN,Sentence-URN,Sentence-Seq,Token-URN,Token-Seq,Head-Token-URN,Surface-Form,Lemma,POS1-PoS,POS2-Person,POS3-Number,POS4-Tense,POS5-Mood,POS6-Voice,POS7-Gender,POS8-Case,POS9-Degree,Head-Token-Lemma,Relation,Who-Said-It
224,4,urn:cts:greekLit:tlg0011.tlg004.fu04:224.4,urn:cite2:fuSyntax:0011004sentences.v1:2386648,103,urn:cite2:fuSyntax:0011004tokens.v1:2386648_4,1505,urn:cite2:fuSyntax:0011004tokens.v1:2386648_7,Λάϊον,Λάιος,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,κάτοιδα1,OBJ_AP_ExD0_APOS,Οἰδίπους
224,5,urn:cts:greekLit:tlg0011.tlg004.fu04:224.5,urn:cite2:fuSyntax:0011004sentences.v1:2386648,103,urn:cite2:fuSyntax:0011004tokens.v1:2386648_5,1506,urn:cite2:fuSyntax:0011004tokens.v1:2386648_4,τὸν,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,Λάιος,ATR,Οἰδίπους
224,6,urn:cts:greekLit:tlg0011.tlg004.fu04:224.6,urn:cite2:fuSyntax:0011004sentences.v1:2386648,103,urn:cite2:fuSyntax:0011004tokens.v1:2386648_6,1507,urn:cite2:fuSyntax:0011004tokens.v1:2386648_4,Λαβδάκου,Λάβδακος,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,Λάιος,ATR,Οἰδίπους
225,1,urn:cts:greekLit:tlg0011.tlg004.fu04:225.1,urn:cite2:fuSyntax:0011004sentences.v1:2386648,103,urn:cite2:fuSyntax:0011004tokens.v1:2386648_7,1508,urn:cite2:fuSyntax:0011004tokens.v1:2386648_13,κάτοιδεν,κάτοιδα1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:perfect,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,οὗτος1,ATR,Οἰδίπους
225,2,urn:cts:greekLit:tlg0011.tlg004.fu04:225.2,urn:cite2:fuSyntax:0011004sentences.v1:2386648,103,urn:cite2:fuSyntax:0011004tokens.v1:2386648_8,1509,urn:cite2:fuSyntax:0011004tokens.v1:2386648_9,ἀνδρὸς,ἀνήρ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ἐκ1,OBJ,Οἰδίπους
225,3,urn:cts:greekLit:tlg0011.tlg004.fu04:225.3,urn:cite2:fuSyntax:0011004sentences.v1:2386648,103,urn:cite2:fuSyntax:0011004tokens.v1:2386648_9,1510,urn:cite2:fuSyntax:0011004tokens.v1:2386648_11,ἐκ,ἐκ1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,διόλλυμι1,AuxP,Οἰδίπους
225,4,urn:cts:greekLit:tlg0011.tlg004.fu04:225.4,urn:cite2:fuSyntax:0011004sentences.v1:2386648,103,urn:cite2:fuSyntax:0011004tokens.v1:2386648_10,1511,urn:cite2:fuSyntax:0011004tokens.v1:2386648_8,τίνος,τίς,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ἀνήρ1,ATR,Οἰδίπους
225,5,urn:cts:greekLit:tlg0011.tlg004.fu04:225.5,urn:cite2:fuSyntax:0011004sentences.v1:2386648,103,urn:cite2:fuSyntax:0011004tokens.v1:2386648_11,1512,urn:cite2:fuSyntax:0011004tokens.v1:2386648_7,διώλετο,διόλλυμι1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:indicative,null,null,null,null,κάτοιδα1,OBJ_AP_ExD0_APOS,Οἰδίπους
225,6,urn:cts:greekLit:tlg0011.tlg004.fu04:225.6,urn:cite2:fuSyntax:0011004sentences.v1:2386648,103,urn:cite2:fuSyntax:0011004tokens.v1:2386648_12,1513,urn:cite2:fuSyntax:0011004tokens.v1:2386648_7,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,κάτοιδα1,AuxX,Οἰδίπους
226,1,urn:cts:greekLit:tlg0011.tlg004.fu04:226.1,urn:cite2:fuSyntax:0011004sentences.v1:2386648,103,urn:cite2:fuSyntax:0011004tokens.v1:2386648_13,1514,urn:cite2:fuSyntax:0011004tokens.v1:2386648_16,τοῦτον,οὗτος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,σημαίνω1,SBJ,Οἰδίπους
226,2,urn:cts:greekLit:tlg0011.tlg004.fu04:226.2,urn:cite2:fuSyntax:0011004sentences.v1:2386648,103,urn:cite2:fuSyntax:0011004tokens.v1:2386648_14,1515,urn:cite2:fuSyntax:0011004tokens.v1:2386648_0,κελεύω,κελεύω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:first_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους
226,3,urn:cts:greekLit:tlg0011.tlg004.fu04:226.3,urn:cite2:fuSyntax:0011004sentences.v1:2386648,103,urn:cite2:fuSyntax:0011004tokens.v1:2386648_15,1516,urn:cite2:fuSyntax:0011004tokens.v1:2386648_16,πάντα,πᾶς1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,σημαίνω1,OBJ,Οἰδίπους
226,4,urn:cts:greekLit:tlg0011.tlg004.fu04:226.4,urn:cite2:fuSyntax:0011004sentences.v1:2386648,103,urn:cite2:fuSyntax:0011004tokens.v1:2386648_16,1517,urn:cite2:fuSyntax:0011004tokens.v1:2386648_14,σημαίνειν,σημαίνω1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,κελεύω1,OBJ,Οἰδίπους
226,5,urn:cts:greekLit:tlg0011.tlg004.fu04:226.5,urn:cite2:fuSyntax:0011004sentences.v1:2386648,103,urn:cite2:fuSyntax:0011004tokens.v1:2386648_17,1518,urn:cite2:fuSyntax:0011004tokens.v1:2386648_16,ἐμοί,ἐγώ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,σημαίνω1,OBJ,Οἰδίπους
226,6,urn:cts:greekLit:tlg0011.tlg004.fu04:226.6,urn:cite2:fuSyntax:0011004sentences.v1:2386648,103,urn:cite2:fuSyntax:0011004tokens.v1:2386648_18,1519,urn:cite2:fuSyntax:0011004tokens.v1:2386648_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους
227,1,urn:cts:greekLit:tlg0011.tlg004.fu04:227.1,urn:cite2:fuSyntax:0011004sentences.v1:2386649,104,urn:cite2:fuSyntax:0011004tokens.v1:2386649_1,1520,urn:cite2:fuSyntax:0011004tokens.v1:2386649_6,κεἰ,εἰ1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,ὑπεξαιρέω1,AuxC,Οἰδίπους
227,2,urn:cts:greekLit:tlg0011.tlg004.fu04:227.2,urn:cite2:fuSyntax:0011004sentences.v1:2386649,104,urn:cite2:fuSyntax:0011004tokens.v1:2386649_2,1521,urn:cite2:fuSyntax:0011004tokens.v1:2386649_6,μὲν,μέν1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,ὑπεξαιρέω1,AuxY,Οἰδίπους
227,3,urn:cts:greekLit:tlg0011.tlg004.fu04:227.3,urn:cite2:fuSyntax:0011004sentences.v1:2386649,104,urn:cite2:fuSyntax:0011004tokens.v1:2386649_3,1522,urn:cite2:fuSyntax:0011004tokens.v1:2386649_1,φοβεῖται,φοβέω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:medio_passive,null,null,null,εἰ1,ADV,Οἰδίπους
227,4,urn:cts:greekLit:tlg0011.tlg004.fu04:227.4,urn:cite2:fuSyntax:0011004sentences.v1:2386649,104,urn:cite2:fuSyntax:0011004tokens.v1:2386649_4,1523,urn:cite2:fuSyntax:0011004tokens.v1:2386649_1,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,εἰ1,AuxX,Οἰδίπους
227,5,urn:cts:greekLit:tlg0011.tlg004.fu04:227.5,urn:cite2:fuSyntax:0011004sentences.v1:2386649,104,urn:cite2:fuSyntax:0011004tokens.v1:2386649_5,1524,urn:cite2:fuSyntax:0011004tokens.v1:2386649_6,τοὐπίκλημʼ,ἐπίκλημα1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,ὑπεξαιρέω1,OBJ,Οἰδίπους
227,6,urn:cts:greekLit:tlg0011.tlg004.fu04:227.6,urn:cite2:fuSyntax:0011004sentences.v1:2386649,104,urn:cite2:fuSyntax:0011004tokens.v1:2386649_6,1525,urn:cite2:fuSyntax:0011004tokens.v1:2386649_0,ὑπεξελεῖν,ὑπεξαιρέω1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους
228,1,urn:cts:greekLit:tlg0011.tlg004.fu04:228.1,urn:cite2:fuSyntax:0011004sentences.v1:2386649,104,urn:cite2:fuSyntax:0011004tokens.v1:2386649_7,1526,urn:cite2:fuSyntax:0011004tokens.v1:2386649_6,αὐτὸν,αὐτός1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,ὑπεξαιρέω1,AtvV,Οἰδίπους
228,2,urn:cts:greekLit:tlg0011.tlg004.fu04:228.2,urn:cite2:fuSyntax:0011004sentences.v1:2386649,104,urn:cite2:fuSyntax:0011004tokens.v1:2386649_8,1527,urn:cite2:fuSyntax:0011004tokens.v1:2386649_6,καθʼ,κατά1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,ὑπεξαιρέω1,AuxP,Οἰδίπους
228,3,urn:cts:greekLit:tlg0011.tlg004.fu04:228.3,urn:cite2:fuSyntax:0011004sentences.v1:2386649,104,urn:cite2:fuSyntax:0011004tokens.v1:2386649_9,1528,urn:cite2:fuSyntax:0011004tokens.v1:2386649_8,αὑτοῦ,ἑαυτοῦ1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,κατά1,ADV,Οἰδίπους
228,4,urn:cts:greekLit:tlg0011.tlg004.fu04:228.4,urn:cite2:fuSyntax:0011004sentences.v1:2386649,104,urn:cite2:fuSyntax:0011004tokens.v1:2386649_10,1529,urn:cite2:fuSyntax:0011004tokens.v1:2386649_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους
228,5,urn:cts:greekLit:tlg0011.tlg004.fu04:228.5,urn:cite2:fuSyntax:0011004sentences.v1:2386650,105,urn:cite2:fuSyntax:0011004tokens.v1:2386650_1,1530,urn:cite2:fuSyntax:0011004tokens.v1:2386650_0,πείσεται,πάσχω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:future,urn:cite2:fuSyntax:mood.v1:indicative,null,null,null,null,-,PRED,Οἰδίπους
228,6,urn:cts:greekLit:tlg0011.tlg004.fu04:228.6,urn:cite2:fuSyntax:0011004sentences.v1:2386650,105,urn:cite2:fuSyntax:0011004tokens.v1:2386650_2,1531,urn:cite2:fuSyntax:0011004tokens.v1:2386650_1,γὰρ,γάρ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,πάσχω1,AuxY,Οἰδίπους
228,7,urn:cts:greekLit:tlg0011.tlg004.fu04:228.7,urn:cite2:fuSyntax:0011004sentences.v1:2386650,105,urn:cite2:fuSyntax:0011004tokens.v1:2386650_3,1532,urn:cite2:fuSyntax:0011004tokens.v1:2386650_6,ἄλλο,ἄλλος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,οὐδείς1,ATR,Οἰδίπους
228,8,urn:cts:greekLit:tlg0011.tlg004.fu04:228.8,urn:cite2:fuSyntax:0011004sentences.v1:2386650,105,urn:cite2:fuSyntax:0011004tokens.v1:2386650_4,1533,urn:cite2:fuSyntax:0011004tokens.v1:2386650_1,μὲν,μέν1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,πάσχω1,AuxY,Οἰδίπους
229,1,urn:cts:greekLit:tlg0011.tlg004.fu04:229.1,urn:cite2:fuSyntax:0011004sentences.v1:2386650,105,urn:cite2:fuSyntax:0011004tokens.v1:2386650_5,1534,urn:cite2:fuSyntax:0011004tokens.v1:2386650_6,ἀστεργὲς,ἀστεργής1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,οὐδείς1,ATR,Οἰδίπους
229,2,urn:cts:greekLit:tlg0011.tlg004.fu04:229.2,urn:cite2:fuSyntax:0011004sentences.v1:2386650,105,urn:cite2:fuSyntax:0011004tokens.v1:2386650_6,1535,urn:cite2:fuSyntax:0011004tokens.v1:2386650_1,οὐδέν,οὐδείς1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,πάσχω1,OBJ,Οἰδίπους
229,3,urn:cts:greekLit:tlg0011.tlg004.fu04:229.3,urn:cite2:fuSyntax:0011004sentences.v1:2386650,105,urn:cite2:fuSyntax:0011004tokens.v1:2386650_7,1536,urn:cite2:fuSyntax:0011004tokens.v1:2386650_0,.,period1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους
229,4,urn:cts:greekLit:tlg0011.tlg004.fu04:229.4,urn:cite2:fuSyntax:0011004sentences.v1:2386651,106,urn:cite2:fuSyntax:0011004tokens.v1:2386651_1,1537,urn:cite2:fuSyntax:0011004tokens.v1:2386651_3,γῆς,γῆ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,ἄπειμι2,OBJ,Οἰδίπους
229,5,urn:cts:greekLit:tlg0011.tlg004.fu04:229.5,urn:cite2:fuSyntax:0011004sentences.v1:2386651,106,urn:cite2:fuSyntax:0011004tokens.v1:2386651_2,1538,urn:cite2:fuSyntax:0011004tokens.v1:2386651_3,δʼ,δέ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,ἄπειμι2,AuxY,Οἰδίπους
229,6,urn:cts:greekLit:tlg0011.tlg004.fu04:229.6,urn:cite2:fuSyntax:0011004sentences.v1:2386651,106,urn:cite2:fuSyntax:0011004tokens.v1:2386651_3,1539,urn:cite2:fuSyntax:0011004tokens.v1:2386651_0,ἄπεισιν,ἄπειμι2,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους
229,7,urn:cts:greekLit:tlg0011.tlg004.fu04:229.7,urn:cite2:fuSyntax:0011004sentences.v1:2386651,106,urn:cite2:fuSyntax:0011004tokens.v1:2386651_4,1540,urn:cite2:fuSyntax:0011004tokens.v1:2386651_3,ἀσφαλής,ἀσφαλής1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,ἄπειμι2,AtvV,Οἰδίπους
229,8,urn:cts:greekLit:tlg0011.tlg004.fu04:229.8,urn:cite2:fuSyntax:0011004sentences.v1:2386651,106,urn:cite2:fuSyntax:0011004tokens.v1:2386651_5,1541,urn:cite2:fuSyntax:0011004tokens.v1:2386651_0,.,period1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους
230,1,urn:cts:greekLit:tlg0011.tlg004.fu04:230.1,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_1,1542,urn:cite2:fuSyntax:0011004tokens.v1:2386652_14,εἰ,εἰ1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,σιωπάω1,AuxC,Οἰδίπους
230,2,urn:cts:greekLit:tlg0011.tlg004.fu04:230.2,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_2,1543,urn:cite2:fuSyntax:0011004tokens.v1:2386652_14,δʼ,δέ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,σιωπάω1,AuxY,Οἰδίπους
230,3,urn:cts:greekLit:tlg0011.tlg004.fu04:230.3,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_3,1544,urn:cite2:fuSyntax:0011004tokens.v1:2386652_2,αὖ,αὖ1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,δέ1,AuxZ,Οἰδίπους
230,4,urn:cts:greekLit:tlg0011.tlg004.fu04:230.4,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_4,1545,urn:cite2:fuSyntax:0011004tokens.v1:2386652_6,τις,τις1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,οἶδα1,SBJ,Οἰδίπους
230,5,urn:cts:greekLit:tlg0011.tlg004.fu04:230.5,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_5,1546,urn:cite2:fuSyntax:0011004tokens.v1:2386652_6,ἄλλον,ἄλλος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,οἶδα1,OBJ,Οἰδίπους
230,6,urn:cts:greekLit:tlg0011.tlg004.fu04:230.6,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_6,1547,urn:cite2:fuSyntax:0011004tokens.v1:2386652_1,οἶδεν,οἶδα1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:perfect,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,εἰ1,ADV,Οἰδίπους
230,7,urn:cts:greekLit:tlg0011.tlg004.fu04:230.7,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_7,1548,urn:cite2:fuSyntax:0011004tokens.v1:2386652_5,ἐξ,ἐκ1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,ἄλλος1,AuxP,Οἰδίπους
230,8,urn:cts:greekLit:tlg0011.tlg004.fu04:230.8,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_8,1549,urn:cite2:fuSyntax:0011004tokens.v1:2386652_9,ἄλλης,ἄλλος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,χθών1,ATR,Οἰδίπους
230,9,urn:cts:greekLit:tlg0011.tlg004.fu04:230.9,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_9,1550,urn:cite2:fuSyntax:0011004tokens.v1:2386652_7,χθονὸς,χθών1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,ἐκ1,ATR,Οἰδίπους
231,1,urn:cts:greekLit:tlg0011.tlg004.fu04:231.1,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_10,1551,urn:cite2:fuSyntax:0011004tokens.v1:2386652_11,τὸν,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,αὐτόχειρ1,ATR,Οἰδίπους
231,2,urn:cts:greekLit:tlg0011.tlg004.fu04:231.2,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_11,1552,urn:cite2:fuSyntax:0011004tokens.v1:2386652_6,αὐτόχειρα,αὐτόχειρ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,οἶδα1,OCOMP,Οἰδίπους
231,3,urn:cts:greekLit:tlg0011.tlg004.fu04:231.3,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_12,1553,urn:cite2:fuSyntax:0011004tokens.v1:2386652_1,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,εἰ1,AuxX,Οἰδίπους
231,4,urn:cts:greekLit:tlg0011.tlg004.fu04:231.4,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_13,1554,urn:cite2:fuSyntax:0011004tokens.v1:2386652_14,μὴ,μή1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,σιωπάω1,AuxZ,Οἰδίπους
231,5,urn:cts:greekLit:tlg0011.tlg004.fu04:231.5,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_14,1555,urn:cite2:fuSyntax:0011004tokens.v1:2386652_0,σιωπάτω,σιωπάω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:imperative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους
231,6,urn:cts:greekLit:tlg0011.tlg004.fu04:231.6,urn:cite2:fuSyntax:0011004sentences.v1:2386652,107,urn:cite2:fuSyntax:0011004tokens.v1:2386652_15,1556,urn:cite2:fuSyntax:0011004tokens.v1:2386652_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους
231,7,urn:cts:greekLit:tlg0011.tlg004.fu04:231.7,urn:cite2:fuSyntax:0011004sentences.v1:2386653,108,urn:cite2:fuSyntax:0011004tokens.v1:2386653_1,1557,urn:cite2:fuSyntax:0011004tokens.v1:2386653_3,τὸ,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,κέρδος1,ATR,Οἰδίπους
231,8,urn:cts:greekLit:tlg0011.tlg004.fu04:231.8,urn:cite2:fuSyntax:0011004sentences.v1:2386653,108,urn:cite2:fuSyntax:0011004tokens.v1:2386653_2,1558,urn:cite2:fuSyntax:0011004tokens.v1:2386653_7,γὰρ,γάρ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,ὁ1,AuxY,Οἰδίπους
232,1,urn:cts:greekLit:tlg0011.tlg004.fu04:232.1,urn:cite2:fuSyntax:0011004sentences.v1:2386653,108,urn:cite2:fuSyntax:0011004tokens.v1:2386653_3,1559,urn:cite2:fuSyntax:0011004tokens.v1:2386653_4,κέρδος,κέρδος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,τελέω1,OBJ,Οἰδίπους
232,2,urn:cts:greekLit:tlg0011.tlg004.fu04:232.2,urn:cite2:fuSyntax:0011004sentences.v1:2386653,108,urn:cite2:fuSyntax:0011004tokens.v1:2386653_4,1560,urn:cite2:fuSyntax:0011004tokens.v1:2386653_7,τελῶ,τελέω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:first_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:future,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,ὁ1,PRED_CO,Οἰδίπους
